Textbox3,Textbox15
"For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

Urban and rural (metro and nonmetro) definitions are based on the Office of Management and Budget's (OMB) 2013. See the What is Rural page for more information.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and  2017-2021 American Community Survey.


","See the Census Bureau website for a description of FIPS codes.

*The 2013 Rural-urban Continuum Codes classify metropolitan counties (codes 1 through 3) by size of the Metropolitan Statistical Area (MSA), and nonmetropolitan counties (codes 4 through 9) by degree of urbanization and proximity to metro areas. See the Rural-urban continuum codes for definitions of each code.

For 1970 and 1980, the share of adults who are college graduates includes those who completed four or more years of college regardless of degree earned. For 1990 through the most recent estimates, the share includes those who received a bachelor’s or higher degree.

The Census Bureau's American Community Survey estimates are derived from survey data collected over a 5-year period.

Data are for adults 25 years of age and older.

Sources: U.S. Census Bureau, 1970, 1980, 1990, 2000 Decennial Censuses, and the 2008-2012 and 2017-2021 American Community Survey.


"

PolygonLayer2_label,Value0
,0.336700217035741
,0.266689378385337
,0.305938288375703
,0.312064652660148
,0.243047261897105
,0.352704157581407
,0.428283431207201
,0.40553099095596
,0.336472550672007
,0.614010735535936
,0.315321164692308
,0.330027208015539
,0.343404983428425
,0.291328783316191
,0.361621576478304
,0.278435773104767
,0.297053989746609
,0.344043630664882
,0.257099572827031
,0.255303133042212
,0.336164438637049
,0.415601791645199
,0.452051533918515
,0.306170964239884
,0.375688531335015
,0.232473956552463
,0.306889815438537
,0.336555645163451
,0.329467621724829
,0.260593522613782
,0.382347333856604
,0.415005694361132
,0.285314645120454
,0.381129288378448
,0.330162870881579
,0.310880993536377
,0.296916490878994
,0.268486019125366
,0.350372013693227
,0.33114756005517
,0.353200759181597
,0.298366974407578
,0.299942264772032
,0.290372052127226
,0.315325587426795
,0.354270862601854
,0.408592118610316
,0.403295967834199
,0.372823970968346
,0.217761915121049
,0.314895281036129
,0.285222548582384
,0.274313996178586

Textbox12,fips,county,ruc_code,rate_1970,rate_1980,rate_1990,rate_2000,ID2012,rate_2010
2017-2021,06000,California,,13.4%,19.6%,23.4%,26.6%,30.5%,35.3%
2017-2021,06001,"Alameda, CA        ",1,14.6%,22.3%,28.8%,34.9%,41.1%,49.6%
2017-2021,06003,"Alpine, CA        ",8,3.0%,32.4%,24.0%,28.2%,31.7%,39.3%
2017-2021,06005,"Amador, CA        ",6,8.4%,12.6%,14.0%,16.6%,18.8%,19.5%
2017-2021,06007,"Butte, CA        ",3,11.0%,16.9%,19.5%,21.8%,24.0%,29.8%
2017-2021,06009,"Calaveras, CA        ",6,7.5%,13.8%,14.4%,17.1%,20.8%,19.9%
2017-2021,06011,"Colusa, CA        ",6,10.0%,12.3%,11.1%,10.6%,13.5%,14.7%
2017-2021,06013,"Contra Costa, CA        ",1,17.2%,25.5%,31.6%,35.0%,38.6%,44.1%
2017-2021,06015,"Del Norte, CA        ",7,7.3%,10.1%,10.0%,11.0%,13.8%,16.1%
2017-2021,06017,"El Dorado, CA        ",1,10.4%,17.4%,20.8%,26.5%,31.3%,36.8%
2017-2021,06019,"Fresno, CA        ",2,10.2%,15.2%,16.9%,17.5%,19.4%,22.6%
2017-2021,06021,"Glenn, CA        ",6,7.0%,9.3%,9.4%,10.7%,15.4%,14.9%
2017-2021,06023,"Humboldt, CA        ",5,10.0%,18.0%,20.0%,23.0%,26.4%,31.2%
2017-2021,06025,"Imperial, CA        ",3,7.3%,9.6%,9.7%,10.3%,13.2%,15.2%
2017-2021,06027,"Inyo, CA        ",7,9.3%,12.2%,13.5%,17.1%,21.0%,27.3%
2017-2021,06029,"Kern, CA        ",2,8.9%,11.8%,13.3%,13.5%,14.9%,17.6%
2017-2021,06031,"Kings, CA        ",3,8.6%,10.2%,9.0%,10.4%,12.4%,14.3%
2017-2021,06033,"Lake, CA        ",4,7.2%,10.2%,10.7%,12.1%,16.8%,17.5%
2017-2021,06035,"Lassen, CA        ",7,7.5%,11.9%,11.7%,10.7%,13.5%,11.8%
2017-2021,06037,"Los Angeles, CA        ",1,12.7%,18.5%,22.3%,24.9%,29.5%,34.0%
2017-2021,06039,"Madera, CA        ",3,7.0%,10.7%,11.7%,12.0%,13.9%,16.4%
2017-2021,06041,"Marin, CA        ",1,26.6%,38.3%,44.0%,51.3%,54.6%,60.1%
2017-2021,06043,"Mariposa, CA        ",8,10.1%,15.4%,16.8%,20.2%,19.9%,28.9%
2017-2021,06045,"Mendocino, CA        ",4,9.3%,17.6%,17.8%,20.2%,21.4%,24.5%
2017-2021,06047,"Merced, CA        ",2,8.3%,10.5%,12.0%,11.0%,12.5%,14.1%
2017-2021,06049,"Modoc, CA        ",6,7.0%,12.4%,11.2%,12.4%,19.4%,19.7%
2017-2021,06051,"Mono, CA        ",7,10.5%,22.7%,21.9%,28.9%,29.1%,29.5%
2017-2021,06053,"Monterey, CA        ",2,15.0%,19.6%,21.5%,22.5%,23.2%,26.5%
2017-2021,06055,"Napa, CA        ",3,11.4%,17.8%,22.3%,26.4%,31.2%,37.0%
2017-2021,06057,"Nevada, CA        ",4,9.7%,18.0%,22.1%,26.1%,32.7%,38.7%
2017-2021,06059,"Orange, CA        ",1,15.8%,22.6%,27.8%,30.8%,36.6%,42.1%
2017-2021,06061,"Placer, CA        ",1,10.0%,16.7%,22.7%,30.3%,34.7%,41.6%
2017-2021,06063,"Plumas, CA        ",7,9.1%,14.5%,15.1%,17.5%,22.9%,23.0%
2017-2021,06065,"Riverside, CA        ",1,10.6%,12.8%,14.6%,16.6%,20.5%,23.5%
2017-2021,06067,"Sacramento, CA        ",1,13.1%,19.3%,23.0%,24.8%,27.9%,32.0%
2017-2021,06069,"San Benito, CA        ",1,7.0%,10.6%,14.4%,17.1%,18.4%,20.5%
2017-2021,06071,"San Bernardino, CA        ",1,9.2%,13.1%,14.9%,15.9%,18.6%,21.9%
2017-2021,06073,"San Diego, CA        ",1,14.0%,20.9%,25.3%,29.5%,34.4%,40.3%
2017-2021,06075,"San Francisco, CA        ",1,16.7%,28.2%,35.0%,45.0%,52.0%,59.5%
2017-2021,06077,"San Joaquin, CA        ",2,8.0%,11.5%,13.2%,14.5%,17.9%,19.5%
2017-2021,06079,"San Luis Obispo, CA        ",2,11.1%,19.0%,22.9%,26.7%,31.5%,36.7%
